Sum of regret,Column Labels,,,,,
Row Labels,Deterministic,DeterministicAlternating,EpsilonFirst,EpsilonGreedy,Exp3,Grand Total
416,0.004796163,0,0.105515588,0.12470024,0.177458034,0.412470024
417,0.004784689,0,0.105263158,0.124401914,0.177033493,0.411483254
418,0.00477327,0,0.105011933,0.124105012,0.176610979,0.410501193
419,0.004761905,0,0.104761905,0.123809524,0.176190476,0.40952381
420,0.004750594,0,0.104513064,0.123515439,0.175771971,0.408551069
421,0.004739336,0,0.104265403,0.123222749,0.17535545,0.407582938
422,0.004728132,0,0.104018913,0.122931442,0.174940898,0.406619385
423,0.004716981,0,0.103773585,0.122641509,0.174528302,0.405660377
424,0.004705882,0,0.103529412,0.122352941,0.174117647,0.404705882
425,0.004694836,0,0.103286385,0.122065728,0.17370892,0.403755869
426,0.004683841,0,0.103044496,0.121779859,0.173302108,0.402810304
427,0.004672897,0,0.102803738,0.121495327,0.172897196,0.401869159
428,0.004662005,0,0.102564103,0.121212121,0.172494172,0.400932401
429,0.004651163,0,0.102325581,0.120930233,0.172093023,0.4
430,0.004640371,0,0.102088167,0.120649652,0.171693735,0.399071926
431,0.00462963,0,0.101851852,0.12037037,0.171296296,0.398148148
432,0.004618938,0,0.101616628,0.120092379,0.170900693,0.397228637
433,0.004608295,0,0.101382488,0.119815668,0.170506912,0.396313364
434,0.004597701,0,0.101149425,0.11954023,0.170114943,0.395402299
435,0.004587156,0,0.100917431,0.119266055,0.169724771,0.394495413
436,0.004576659,0,0.100686499,0.118993135,0.169336384,0.393592677
437,0.00456621,0,0.100456621,0.118721461,0.168949772,0.392694064
438,0.004555809,0,0.10022779,0.118451025,0.16856492,0.391799544
439,0.004545455,0,0.1,0.118181818,0.168181818,0.390909091
440,0.004535147,0,0.099773243,0.117913832,0.167800454,0.390022676
441,0.004524887,0,0.099547511,0.117647059,0.167420814,0.389140271
442,0.004514673,0,0.099322799,0.11738149,0.167042889,0.388261851
443,0.004504505,0,0.099099099,0.117117117,0.166666667,0.387387387
444,0.004494382,0,0.098876404,0.116853933,0.166292135,0.386516854
445,0.004484305,0,0.098654709,0.116591928,0.165919283,0.385650224
446,0.004474273,0,0.098434004,0.116331096,0.165548098,0.384787472
447,0.004464286,0,0.098214286,0.116071429,0.165178571,0.383928571
448,0.004454343,0,0.097995546,0.115812918,0.16481069,0.383073497
449,0.004444444,0,0.097777778,0.115555556,0.164444444,0.382222222
450,0.00443459,0,0.097560976,0.115299335,0.164079823,0.381374723
451,0.004424779,0,0.097345133,0.115044248,0.163716814,0.380530973
452,0.004415011,0,0.097130243,0.114790287,0.163355408,0.379690949
453,0.004405286,0,0.0969163,0.114537445,0.162995595,0.378854626
454,0.004395604,0,0.096703297,0.114285714,0.162637363,0.378021978
455,0.004385965,0,0.096491228,0.114035088,0.162280702,0.377192982
456,0.004376368,0,0.096280088,0.113785558,0.161925602,0.376367615
457,0.004366812,0,0.096069869,0.113537118,0.161572052,0.375545852
458,0.004357298,0,0.095860566,0.11328976,0.165577342,0.379084967
459,0.004347826,0,0.095652174,0.113043478,0.165217391,0.37826087
460,0.004338395,0,0.095444685,0.112798265,0.164859002,0.377440347
461,0.004329004,0,0.095238095,0.112554113,0.164502165,0.376623377
462,0.004319654,0,0.095032397,0.112311015,0.164146868,0.375809935
463,0.004310345,0,0.094827586,0.112068966,0.163793103,0.375
464,0.004301075,0,0.094623656,0.111827957,0.16344086,0.374193548
465,0.004291845,0,0.094420601,0.111587983,0.163090129,0.373390558
466,0.004282655,0,0.094218415,0.111349036,0.162740899,0.372591006
467,0.004273504,0,0.094017094,0.111111111,0.162393162,0.371794872
468,0.004264392,0,0.093816631,0.1108742,0.162046908,0.371002132
469,0.004255319,0,0.093617021,0.110638298,0.161702128,0.370212766
470,0.004246285,0,0.093418259,0.110403397,0.161358811,0.369426752
471,0.004237288,0,0.093220339,0.110169492,0.161016949,0.368644068
472,0.00422833,0,0.093023256,0.109936575,0.160676533,0.367864693
473,0.004219409,0,0.092827004,0.109704641,0.164556962,0.371308017
474,0.004210526,0,0.092631579,0.109473684,0.164210526,0.370526316
475,0.004201681,0,0.092436975,0.109243697,0.163865546,0.369747899
476,0.004192872,0,0.092243187,0.109014675,0.163522013,0.368972746
477,0.0041841,0,0.092050209,0.108786611,0.163179916,0.368200837
478,0.004175365,0,0.091858038,0.108559499,0.162839248,0.36743215
479,0.004166667,0,0.091666667,0.108333333,0.1625,0.366666667
480,0.004158004,0,0.091476091,0.108108108,0.162162162,0.365904366
481,0.004149378,0,0.091286307,0.107883817,0.161825726,0.365145228
482,0.004140787,0,0.091097308,0.107660455,0.161490683,0.364389234
483,0.004132231,0,0.090909091,0.107438017,0.161157025,0.363636364
484,0.004123711,0,0.090721649,0.107216495,0.160824742,0.362886598
485,0.004115226,0,0.090534979,0.106995885,0.160493827,0.362139918
486,0.004106776,0,0.090349076,0.106776181,0.160164271,0.361396304
487,0.004098361,0,0.090163934,0.106557377,0.159836066,0.360655738
488,0.00408998,0,0.08997955,0.106339468,0.159509202,0.3599182
489,0.004081633,0,0.089795918,0.106122449,0.159183673,0.359183673
490,0.00407332,0,0.089613035,0.105906314,0.15885947,0.358452138
491,0.004065041,0,0.089430894,0.105691057,0.158536585,0.357723577
492,0.004056795,0,0.089249493,0.105476673,0.15821501,0.356997972
493,0.004048583,0,0.089068826,0.105263158,0.157894737,0.356275304
494,0.004040404,0,0.088888889,0.105050505,0.157575758,0.355555556
495,0.004032258,0,0.088709677,0.10483871,0.157258065,0.35483871
496,0.004024145,0,0.088531187,0.104627767,0.15694165,0.354124748
497,0.004016064,0,0.088353414,0.104417671,0.156626506,0.353413655
498,0.004008016,0,0.088176353,0.104208417,0.156312625,0.352705411
499,0.004,0,0.088,0.104,0.156,0.352
500,0.003984032,0,0.087824351,0.103792415,0.155688623,0.351289421
501,0.003968159,0,0.087649402,0.103585657,0.155378486,0.350581705
502,0.003952381,0,0.087475149,0.103379722,0.155069583,0.349876835
503,0.003936697,0,0.087301587,0.103174603,0.154761905,0.349174793
504,0.003921106,0,0.087128713,0.102970297,0.154455446,0.348475562
505,0.003905608,0,0.086956522,0.102766798,0.154150198,0.347779126
506,0.003890201,0,0.08678501,0.102564103,0.153846154,0.347085467
507,0.003874885,0,0.086614173,0.102362205,0.153543307,0.346394571
508,0.00385966,0,0.086444008,0.1021611,0.15324165,0.345706418
509,0.003844524,0,0.08627451,0.101960784,0.152941176,0.345020995
510,0.003829477,0,0.086105675,0.101761252,0.152641879,0.344338283
511,0.003814518,0,0.0859375,0.1015625,0.15234375,0.343658268
512,0.003799647,0,0.085769981,0.101364522,0.152046784,0.342980933
513,0.003784862,0,0.085603113,0.101167315,0.151750973,0.342306263
514,0.003770164,0,0.085436893,0.100970874,0.151456311,0.341634241
515,0.003755551,0,0.085271318,0.100775194,0.151162791,0.340964853
516,0.003741022,0,0.085106383,0.100580271,0.150870406,0.340298082
517,0.003726578,0,0.084942085,0.1003861,0.150579151,0.339633914
518,0.003712218,0,0.08477842,0.100192678,0.150289017,0.338972333
519,0.00369794,0,0.084615385,0.1,0.15,0.338313324
520,0.003683744,0,0.084452975,0.099808061,0.149712092,0.337656873
521,0.00366963,0,0.084291188,0.099616858,0.149425287,0.337002964
522,0.003655597,0,0.084130019,0.099426386,0.149139579,0.336351582
523,0.003641645,0,0.083969466,0.099236641,0.148854962,0.335702713
524,0.003627772,0,0.083809524,0.099047619,0.148571429,0.335056343
525,0.003613978,0,0.08365019,0.098859316,0.148288973,0.334412457
526,0.003600263,0,0.083491461,0.098671727,0.14800759,0.333771041
527,0.003586625,0,0.083333333,0.098484848,0.147727273,0.33313208
528,0.003573065,0,0.083175803,0.098298677,0.147448015,0.332495561
529,0.003559582,0,0.083018868,0.098113208,0.147169811,0.331861469
530,0.003546175,0,0.082862524,0.097928437,0.146892655,0.331229791
531,0.003532843,0,0.082706767,0.097744361,0.146616541,0.330600513
532,0.003519587,0,0.082551595,0.097560976,0.146341463,0.329973621
533,0.003506405,0,0.082397004,0.097378277,0.146067416,0.329349102
534,0.003493297,0,0.082242991,0.097196262,0.145794393,0.328726942
535,0.003480262,0,0.082089552,0.097014925,0.145522388,0.328107128
536,0.0034673,0,0.081936685,0.096834264,0.145251397,0.327489647
537,0.003454411,0,0.081784387,0.096654275,0.144981413,0.326874485
538,0.003441593,0,0.081632653,0.100185529,0.14471243,0.329972205
539,0.003428846,0,0.081481481,0.1,0.144444444,0.329354772
540,0.00341617,0,0.081330869,0.099815157,0.144177449,0.328739645
541,0.003403565,0,0.081180812,0.099630996,0.143911439,0.328126812
542,0.003391028,0,0.081031308,0.099447514,0.143646409,0.327516259
543,0.003378561,0,0.080882353,0.099264706,0.143382353,0.326907973
544,0.003366163,0,0.080733945,0.099082569,0.143119266,0.326301943
545,0.003353833,0,0.080586081,0.098901099,0.142857143,0.325698155
546,0.00334157,0,0.080438757,0.098720293,0.142595978,0.325096597
547,0.003329375,0,0.080291971,0.098540146,0.142335766,0.324497258
548,0.003317246,0,0.080145719,0.098360656,0.142076503,0.323900124
549,0.003305183,0,0.08,0.098181818,0.141818182,0.323305183
550,0.003293186,0,0.079854809,0.09800363,0.141560799,0.322712424
551,0.003281254,0,0.079710145,0.097826087,0.141304348,0.322121834
552,0.003269387,0,0.079566004,0.097649186,0.141048825,0.321533401
553,0.003257584,0,0.079422383,0.097472924,0.140794224,0.320947115
554,0.003245845,0,0.079279279,0.097297297,0.140540541,0.320362962
555,0.003234169,0,0.079136691,0.097122302,0.14028777,0.319780932
556,0.003222557,0,0.078994614,0.096947935,0.140035907,0.319201013
557,0.003211006,0,0.078853047,0.096774194,0.139784946,0.318623193
558,0.003199518,0,0.078711986,0.096601073,0.139534884,0.318047461
559,0.003188091,0,0.078571429,0.096428571,0.139285714,0.317473805
560,0.003176725,0,0.078431373,0.096256684,0.139037433,0.316902215
561,0.00316542,0,0.078291815,0.096085409,0.138790036,0.31633268
562,0.003154175,0,0.078152753,0.095914742,0.138543517,0.315765188
563,0.00314299,0,0.078014184,0.095744681,0.138297872,0.315199728
564,0.003131865,0,0.077876106,0.095575221,0.138053097,0.314636289
565,0.003120798,0,0.077738516,0.09540636,0.137809187,0.314074862
566,0.00310979,0,0.077601411,0.095238095,0.137566138,0.313515434
567,0.00309884,0,0.077464789,0.095070423,0.137323944,0.312957995
568,0.003087948,0,0.077328647,0.094903339,0.137082601,0.312402535
569,0.003077113,0,0.077192982,0.094736842,0.136842105,0.311849043
570,0.003066335,0,0.077057793,0.094570928,0.136602452,0.311297508
571,0.003055613,0,0.076923077,0.094405594,0.136363636,0.310747921
572,0.003044948,0,0.076788831,0.094240838,0.136125654,0.310200271
573,0.003034338,0,0.076655052,0.094076655,0.135888502,0.309654548
574,0.003023784,0,0.076521739,0.093913043,0.135652174,0.309110741
575,0.003013285,0,0.076388889,0.09375,0.135416667,0.308568841
576,0.00300284,0,0.076256499,0.093587522,0.135181976,0.308028837
577,0.00299245,0,0.076124567,0.093425606,0.134948097,0.30749072
578,0.002982113,0,0.075993092,0.093264249,0.134715026,0.306954479
579,0.00297183,0,0.075862069,0.096551724,0.134482759,0.309868382
580,0.0029616,0,0.075731497,0.096385542,0.134251291,0.309329931
581,0.002951423,0,0.075601375,0.096219931,0.134020619,0.308793347
582,0.002941298,0,0.075471698,0.096054889,0.133790738,0.308258622
583,0.002931225,0,0.075342466,0.095890411,0.133561644,0.307725745
584,0.002921204,0,0.075213675,0.095726496,0.133333333,0.307194708
585,0.002911234,0,0.075085324,0.09556314,0.133105802,0.3066655
586,0.002901315,0,0.074957411,0.095400341,0.132879046,0.306138112
587,0.002891446,0,0.074829932,0.095238095,0.132653061,0.305612535
588,0.002881628,0,0.074702886,0.095076401,0.132427844,0.305088759
589,0.00287186,0,0.074576271,0.094915254,0.13220339,0.304566775
590,0.002862141,0,0.074450085,0.094754653,0.131979695,0.304046574
591,0.002852472,0,0.074324324,0.097972973,0.131756757,0.306906526
592,0.002842851,0,0.074198988,0.097807757,0.13153457,0.306384167
593,0.002833279,0,0.074074074,0.097643098,0.131313131,0.305863582
594,0.002823756,0,0.07394958,0.097478992,0.131092437,0.305344764
595,0.00281428,0,0.073825503,0.097315436,0.130872483,0.304827703
596,0.002804852,0,0.073701843,0.097152429,0.130653266,0.30431239
597,0.002795471,0,0.073578595,0.096989967,0.130434783,0.303798816
598,0.002786137,0,0.07345576,0.096828047,0.130217028,0.303286972
599,0.00277685,0,0.073333333,0.096666667,0.13,0.30277685
600,0.00276761,0,0.073211314,0.096505824,0.129783694,0.302268441
601,0.002758415,0,0.073089701,0.096345515,0.129568106,0.301761737
602,0.002749266,0,0.072968491,0.096185738,0.129353234,0.301256729
603,0.002740162,0,0.072847682,0.09602649,0.129139073,0.300753407
604,0.002731104,0,0.072727273,0.095867769,0.12892562,0.300251765
605,0.00272209,0,0.072607261,0.095709571,0.128712871,0.299751793
606,0.002713121,0,0.072487644,0.095551895,0.128500824,0.299253484
607,0.002704197,0,0.072368421,0.095394737,0.128289474,0.298756828
608,0.002695316,0,0.072249589,0.095238095,0.128078818,0.298261818
609,0.002686479,0,0.072131148,0.095081967,0.127868852,0.297768446
610,0.002677685,0,0.072013093,0.09492635,0.127659574,0.297276703
611,0.002668934,0,0.071895425,0.094771242,0.12745098,0.296786582
612,0.002660227,0,0.07177814,0.094616639,0.127243067,0.296298073
613,0.002651561,0,0.071661238,0.094462541,0.127035831,0.295811171
614,0.002642938,0,0.071544715,0.094308943,0.126829268,0.295325865
615,0.002634358,0,0.071428571,0.094155844,0.126623377,0.29484215
616,0.002625818,0,0.071312804,0.097244733,0.126418152,0.297601507
617,0.00261732,0,0.071197411,0.097087379,0.126213592,0.297115702
618,0.002608864,0,0.071082391,0.096930533,0.126009693,0.296631481
619,0.002600448,0,0.070967742,0.096774194,0.125806452,0.296148835
620,0.002592073,0,0.070853462,0.096618357,0.125603865,0.295667758
621,0.002583738,0,0.07073955,0.096463023,0.125401929,0.29518824
622,0.002575444,0,0.070626003,0.096308186,0.125200642,0.294710275
623,0.002567189,0,0.070512821,0.096153846,0.125,0.294233856
624,0.002558974,0,0.0704,0.096,0.1248,0.293758974
625,0.002550799,0,0.07028754,0.095846645,0.124600639,0.293285623
626,0.002542662,0,0.070175439,0.09569378,0.124401914,0.292813795
627,0.002534565,0,0.070063694,0.095541401,0.124203822,0.292343482
628,0.002526506,0,0.069952305,0.098569157,0.124006359,0.295054327
629,0.002518485,0,0.06984127,0.098412698,0.126984127,0.29775658
630,0.002510502,0,0.069730586,0.098256735,0.126782884,0.297280708
631,0.002502558,0,0.069620253,0.098101266,0.129746835,0.299970912
632,0.002494651,0,0.069510269,0.097946288,0.129541864,0.299493071
633,0.002486781,0,0.069400631,0.097791798,0.129337539,0.29901675
634,0.002478949,0,0.069291339,0.097637795,0.129133858,0.298541941
635,0.002471153,0,0.06918239,0.097484277,0.128930818,0.298068638
636,0.002463395,0,0.069073783,0.09733124,0.128728414,0.297596833
637,0.002455672,0,0.068965517,0.097178683,0.128526646,0.297126519
638,0.002447986,0,0.06885759,0.097026604,0.128325509,0.296657689
639,0.002440336,0,0.06875,0.096875,0.128125,0.296190336
640,0.002432722,0,0.068642746,0.099843994,0.127925117,0.298844579
641,0.002425144,0,0.068535826,0.099688474,0.127725857,0.298375299
642,0.002417601,0,0.068429238,0.099533437,0.127527216,0.297907492
643,0.002410092,0,0.068322981,0.099378882,0.127329193,0.297441148
644,0.002402619,0,0.068217054,0.099224806,0.127131783,0.296976263
645,0.002395181,0,0.068111455,0.099071207,0.126934985,0.296512828
646,0.002387777,0,0.068006182,0.098918083,0.126738794,0.296050837
647,0.002380407,0,0.067901235,0.098765432,0.12654321,0.295590284
648,0.002373072,0,0.06779661,0.098613251,0.126348228,0.295131161
649,0.00236577,0,0.067692308,0.098461538,0.126153846,0.294673462
650,0.002358502,0,0.067588326,0.098310292,0.125960061,0.294217181
651,0.002351267,0,0.067484663,0.098159509,0.125766871,0.29376231
652,0.002344066,0,0.067381317,0.098009188,0.125574273,0.293308844
653,0.002336897,0,0.067278287,0.097859327,0.125382263,0.292856775
654,0.002329762,0,0.067175573,0.097709924,0.12519084,0.292406098
655,0.002322659,0,0.067073171,0.097560976,0.125,0.291956805
656,0.002315588,0,0.066971081,0.097412481,0.124809741,0.291508891
657,0.00230855,0,0.066869301,0.097264438,0.124620061,0.291062349
658,0.002301544,0,0.06676783,0.097116844,0.124430956,0.290617173
659,0.002294569,0,0.066666667,0.096969697,0.124242424,0.290173357
660,0.002287627,0,0.066565809,0.096822995,0.124054463,0.289730894
661,0.002280715,0,0.066465257,0.096676737,0.123867069,0.289289779
662,0.002273835,0,0.066365008,0.09653092,0.123680241,0.288850004
663,0.002266986,0,0.06626506,0.09939759,0.123493976,0.291423613
664,0.002260168,0,0.066165414,0.09924812,0.123308271,0.290981973
665,0.002253381,0,0.066066066,0.099099099,0.123123123,0.290541669
666,0.002246624,0,0.065967016,0.098950525,0.122938531,0.290102696
667,0.002239898,0,0.065868263,0.098802395,0.122754491,0.289665048
668,0.002233202,0,0.065769806,0.098654709,0.122571001,0.289228717
669,0.002226535,0,0.065671642,0.098507463,0.12238806,0.2887937
670,0.002219899,0,0.06557377,0.098360656,0.122205663,0.288359988
671,0.002213292,0,0.06547619,0.098214286,0.12202381,0.287927578
672,0.002206715,0,0.0653789,0.098068351,0.121842496,0.287496462
673,0.002200167,0,0.065281899,0.097922849,0.121661721,0.287066636
674,0.002193648,0,0.065185185,0.097777778,0.121481481,0.286638092
675,0.002187158,0,0.065088757,0.097633136,0.121301775,0.286210826
676,0.002180696,0,0.064992614,0.097488922,0.1211226,0.285784832
677,0.002174264,0,0.064896755,0.097345133,0.120943953,0.285360104
678,0.002167859,0,0.064801178,0.097201767,0.120765832,0.284936637
679,0.002161483,0,0.064705882,0.097058824,0.120588235,0.284514424
680,0.002155135,0,0.064610866,0.0969163,0.12041116,0.284093461
681,0.002148815,0,0.064516129,0.096774194,0.120234604,0.283673742
682,0.002142523,0,0.064421669,0.096632504,0.120058565,0.283255261
683,0.002136258,0,0.064327485,0.096491228,0.119883041,0.282838013
684,0.002130021,0,0.064233577,0.096350365,0.119708029,0.282421992
685,0.002123811,0,0.064139942,0.096209913,0.119533528,0.282007193
686,0.002117628,0,0.064046579,0.096069869,0.119359534,0.281593611
687,0.002111472,0,0.063953488,0.095930233,0.119186047,0.28118124
688,0.002105343,0,0.063860668,0.095791001,0.119013062,0.280770075
689,0.002099241,0,0.063768116,0.095652174,0.11884058,0.28036011
690,0.002093165,0,0.063675832,0.098408104,0.118668596,0.282845697
691,0.002087115,0,0.063583815,0.098265896,0.11849711,0.282433936
692,0.002081092,0,0.063492063,0.098124098,0.121212121,0.284909375
693,0.002075094,0,0.063400576,0.097982709,0.121037464,0.284495844
694,0.002069123,0,0.063309353,0.097841727,0.120863309,0.284083511
695,0.002063177,0,0.063218391,0.097701149,0.120689655,0.283672372
696,0.002057257,0,0.06312769,0.097560976,0.12338594,0.286131862
697,0.002051362,0,0.063037249,0.100286533,0.123209169,0.288584313
698,0.002045493,0,0.062947067,0.100143062,0.123032904,0.288168526
699,0.002039648,0,0.062857143,0.1,0.122857143,0.287753934
700,0.002033829,0,0.062767475,0.099857347,0.122681883,0.287340534
701,0.002028035,0,0.062678063,0.0997151,0.122507123,0.28692832
702,0.002022265,0,0.062588905,0.099573257,0.122332859,0.286517287
703,0.00201652,0,0.0625,0.099431818,0.122159091,0.286107429
704,0.002010799,0,0.062411348,0.09929078,0.121985816,0.285698743
705,0.002005103,0,0.062322946,0.099150142,0.121813031,0.285291222
706,0.001999431,0,0.062234795,0.099009901,0.121640736,0.284884862
707,0.001993783,0,0.062146893,0.101694915,0.121468927,0.287304517
708,0.001988159,0,0.062059238,0.101551481,0.121297602,0.28689648
709,0.001982558,0,0.061971831,0.101408451,0.121126761,0.286489601
710,0.001976981,0,0.061884669,0.101265823,0.120956399,0.286083873
711,0.001971428,0,0.061797753,0.103932584,0.120786517,0.288488282
712,0.001965898,0,0.06171108,0.103786816,0.120617111,0.288080905
713,0.001960391,0,0.06162465,0.103641457,0.120448179,0.287674677
714,0.001954908,0,0.061538462,0.103496503,0.12027972,0.287269593
715,0.001949447,0,0.061452514,0.103351955,0.120111732,0.286865648
716,0.001944009,0,0.061366806,0.10320781,0.119944212,0.286462838
717,0.001938594,0,0.061281337,0.103064067,0.119777159,0.286061157
718,0.001933202,0,0.061196106,0.102920723,0.11961057,0.285660601
719,0.001927832,0,0.061111111,0.102777778,0.119444444,0.285261165
720,0.001922484,0,0.061026352,0.102635229,0.119278779,0.284862845
721,0.001917159,0,0.060941828,0.102493075,0.119113573,0.284465635
722,0.001911855,0,0.060857538,0.102351314,0.118948824,0.284069532
723,0.001906574,0,0.060773481,0.102209945,0.11878453,0.28367453
724,0.001901315,0,0.060689655,0.102068966,0.11862069,0.283280625
725,0.001896077,0,0.060606061,0.101928375,0.1184573,0.282887812
726,0.001890861,0,0.060522696,0.101788171,0.11829436,0.282496088
727,0.001885666,0,0.06043956,0.101648352,0.118131868,0.282105446
728,0.001880493,0,0.060356653,0.101508916,0.117969822,0.281715884
729,0.001875341,0,0.060273973,0.101369863,0.117808219,0.281327395
730,0.00187021,0,0.060191518,0.10123119,0.117647059,0.280939977
731,0.0018651,0,0.06010929,0.103825137,0.117486339,0.283285865
732,0.001860011,0,0.060027285,0.103683492,0.117326057,0.282896846
733,0.001854943,0,0.059945504,0.103542234,0.117166213,0.282508894
734,0.001849895,0,0.059863946,0.103401361,0.117006803,0.282122004
735,0.001844868,0,0.059782609,0.10326087,0.116847826,0.281736173
736,0.001839862,0,0.059701493,0.10312076,0.116689281,0.281351395
737,0.001834876,0,0.059620596,0.10298103,0.116531165,0.280967667
738,0.00182991,0,0.059539919,0.102841678,0.116373478,0.280584984
739,0.001824964,0,0.059459459,0.102702703,0.116216216,0.280203343
740,0.001820039,0,0.059379217,0.102564103,0.116059379,0.279822738
741,0.001815133,0,0.059299191,0.102425876,0.115902965,0.279443165
742,0.001810247,0,0.059219381,0.102288022,0.115746972,0.279064621
743,0.001805381,0,0.059139785,0.102150538,0.115591398,0.278687101
744,0.001800534,0,0.059060403,0.102013423,0.115436242,0.278310601
745,0.001795707,0,0.058981233,0.101876676,0.115281501,0.277935117
746,0.001790899,0,0.058902276,0.101740295,0.115127175,0.277560645
747,0.001786111,0,0.058823529,0.101604278,0.114973262,0.27718718
748,0.001781341,0,0.058744993,0.101468625,0.11481976,0.276814719
749,0.001776591,0,0.058666667,0.101333333,0.114666667,0.276443258
750,0.00177186,0,0.058588549,0.101198402,0.114513981,0.276072792
751,0.001767147,0,0.058510638,0.10106383,0.114361702,0.275703318
752,0.001762454,0,0.058432935,0.100929615,0.114209827,0.275334831
753,0.001757779,0,0.058355438,0.100795756,0.114058355,0.274967328
754,0.001753122,0,0.058278146,0.100662252,0.113907285,0.274600805
755,0.001748485,0,0.058201058,0.100529101,0.113756614,0.274235257
756,0.001743865,0,0.058124174,0.100396301,0.113606341,0.273870681
757,0.001739264,0,0.058047493,0.100263852,0.113456464,0.273507074
758,0.001734681,0,0.057971014,0.100131752,0.113306983,0.27314443
759,0.001730116,0,0.057894737,0.1,0.113157895,0.272782747
760,0.001725569,0,0.05781866,0.099868594,0.113009198,0.272422021
761,0.00172104,0,0.057742782,0.099737533,0.112860892,0.272062247
762,0.001716529,0,0.057667104,0.099606815,0.112712975,0.271703422
763,0.001712035,0,0.057591623,0.09947644,0.112565445,0.271345543
764,0.001707559,0,0.05751634,0.099346405,0.112418301,0.270988605
765,0.001703101,0,0.057441253,0.09921671,0.11227154,0.270632605
766,0.00169866,0,0.057366362,0.099087353,0.112125163,0.270277539
767,0.001694236,0,0.057291667,0.098958333,0.111979167,0.269923403
768,0.00168983,0,0.057217165,0.098829649,0.11183355,0.269570194
769,0.001685441,0,0.057142857,0.098701299,0.111688312,0.269217908
770,0.001681069,0,0.057068742,0.098573281,0.11154345,0.268866542
771,0.001676714,0,0.056994819,0.098445596,0.111398964,0.268516092
772,0.001672375,0,0.056921087,0.098318241,0.111254851,0.268166554
773,0.001668054,0,0.056847545,0.098191214,0.111111111,0.267817925
774,0.001663749,0,0.056774194,0.098064516,0.113548387,0.270050846
775,0.001659461,0,0.056701031,0.097938144,0.113402062,0.269700698
776,0.00165519,0,0.056628057,0.097812098,0.113256113,0.269351457
777,0.001650935,0,0.05655527,0.097686375,0.11311054,0.26900312
778,0.001646696,0,0.05648267,0.097560976,0.11296534,0.268655682
779,0.001642474,0,0.056410256,0.097435897,0.112820513,0.268309141
780,0.001638268,0,0.056338028,0.09731114,0.112676056,0.267963492
781,0.001634078,0,0.056265985,0.097186701,0.112531969,0.267618733
782,0.001629904,0,0.056194125,0.09706258,0.11238825,0.267274859
783,0.001625746,0,0.056122449,0.096938776,0.112244898,0.266931869
784,0.001621604,0,0.056050955,0.096815287,0.112101911,0.266589757
785,0.001617478,0,0.055979644,0.096692112,0.111959288,0.266248521
786,0.001613367,0,0.055908513,0.09656925,0.111817027,0.265908158
787,0.001609273,0,0.055837563,0.096446701,0.111675127,0.265568663
788,0.001605193,0,0.055766793,0.096324461,0.111533587,0.265230035
789,0.001601129,0,0.055696203,0.096202532,0.111392405,0.264892269
790,0.001597081,0,0.05562579,0.09608091,0.11125158,0.264555362
791,0.001593048,0,0.055555556,0.095959596,0.111111111,0.264219311
792,0.00158903,0,0.055485498,0.095838588,0.110970996,0.263884112
793,0.001585028,0,0.055415617,0.095717884,0.110831234,0.263549763
794,0.00158104,0,0.055345912,0.095597484,0.110691824,0.26321626
795,0.001577068,0,0.055276382,0.095477387,0.110552764,0.2628836
796,0.00157311,0,0.055207026,0.095357591,0.110414053,0.26255178
797,0.001569168,0,0.055137845,0.095238095,0.110275689,0.262220797
798,0.00156524,0,0.055068836,0.095118899,0.110137672,0.261890647
799,0.001561327,0,0.055,0.095,0.11,0.261561327
800,0.001557428,0,0.054931336,0.094881398,0.109862672,0.261232834
801,0.001553544,0,0.054862843,0.094763092,0.109725686,0.260905165
802,0.001549675,0,0.054794521,0.094645081,0.109589041,0.260578318
803,0.00154582,0,0.054726368,0.094527363,0.109452736,0.260252288
804,0.00154198,0,0.054658385,0.094409938,0.10931677,0.259927073
805,0.001538153,0,0.054590571,0.094292804,0.109181141,0.259602669
806,0.001534341,0,0.054522924,0.09417596,0.109045849,0.259279075
807,0.001530543,0,0.054455446,0.094059406,0.108910891,0.258956286
808,0.00152676,0,0.054388133,0.09394314,0.108776267,0.2586343
809,0.00152299,0,0.054320988,0.09382716,0.108641975,0.258313113
810,0.001519234,0,0.054254007,0.093711467,0.108508015,0.257992724
811,0.001515492,0,0.054187192,0.093596059,0.108374384,0.257673128
812,0.001511764,0,0.054120541,0.093480935,0.108241082,0.257354322
813,0.001508049,0,0.054054054,0.093366093,0.108108108,0.257036305
814,0.001504349,0,0.05398773,0.093251534,0.10797546,0.256719073
815,0.001500662,0,0.053921569,0.093137255,0.107843137,0.256402622
816,0.001496988,0,0.053855569,0.093023256,0.107711138,0.256086951
817,0.001493328,0,0.053789731,0.092909535,0.107579462,0.255772057
818,0.001489681,0,0.053724054,0.092796093,0.107448107,0.255457935
819,0.001486048,0,0.053658537,0.092682927,0.107317073,0.255144584
820,0.001482428,0,0.053593179,0.092570037,0.107186358,0.254832001
821,0.001478821,0,0.053527981,0.092457421,0.107055961,0.254520183
822,0.001475227,0,0.05346294,0.092345079,0.106925881,0.254209127
823,0.001471646,0,0.053398058,0.09223301,0.106796117,0.253898831
824,0.001468079,0,0.053333333,0.092121212,0.106666667,0.253589291
825,0.001464524,0,0.053268765,0.092009685,0.10653753,0.253280505
826,0.001460982,0,0.053204353,0.091898428,0.106408706,0.25297247
